 1148.6000  7.360  1.2
 1149.8000  7.343  1.2
 1151.0000  7.350  1.2
 1152.2000  7.364  1.2
 1153.4000  7.366  1.2
 1154.6000  7.362  1.2
 1155.8000  7.338  1.2
 1157.0000  7.312  1.2
 1158.0000  7.323  1.0
 1159.2000  7.324  1.2
 1160.4000  7.316  1.2
 1161.6000  7.290  1.2
 1162.8000  7.298  1.2
 1164.0000  7.317  1.2
 1165.2000  7.349  1.2
 1166.4000  7.373  1.2
 1167.6000  7.394  1.2
 1168.8000  7.412  1.2
 1169.8000  7.413  1.0
 1171.0000  7.419  1.2
 1172.2000  7.432  1.2
 1173.4000  7.444  1.2
 1174.6000  7.437  1.2
 1175.8000  7.434  1.2
 1177.0000  7.410  1.2
 1178.2000  7.405  1.2
 1179.4000  7.392  1.2
 1180.6000  7.383  1.2
 1181.6000  7.376  1.0
 1182.8000  7.371  1.2
 1184.0000  7.385  1.2
 1185.2000  7.400  1.2
 1186.4000  7.403  1.2
 1187.6000  7.427  1.2
 1188.8000  7.432  1.2
 1190.0000  7.441  1.2
 1191.2000  7.441  1.2
 1192.4000  7.453  1.2
 1193.4000  7.475  1.0
 1194.6000  7.496  1.2
 1195.8000  7.508  1.2
 1197.0000  7.522  1.2
 1198.2000  7.538  1.2
 1199.4000  7.560  1.2
 1200.6000  7.552  1.2
 1201.8000  7.522  1.2
 1203.0000  7.493  1.2
 1204.2000  7.474  1.2
 1205.2000  7.473  1.0
 1206.4000  7.464  1.2
 1207.6000  7.489  1.2
 1208.8000  7.521  1.2
 1210.0000  7.583  1.2
 1211.2000  7.682  1.2
 1212.4000  7.829  1.2
 1213.6000  7.992  1.2
 1214.8000  8.095  1.2
 1216.0000  8.042  1.2
 1217.0000  7.866  1.0
 1218.2000  7.693  1.2
 1219.4000  7.564  1.2
 1220.6000  7.514  1.2
 1221.8000  7.481  1.2
 1223.0000  7.468  1.2
 1224.2000  7.458  1.2
 1225.4000  7.466  1.2
 1226.6000  7.476  1.2
 1227.8000  7.496  1.2
 1228.8000  7.506  1.0
 1230.0000  7.532  1.2
 1231.2000  7.547  1.2
 1232.4000  7.565  1.2
 1233.6000  7.594  1.2
 1234.8000  7.612  1.2
 1236.0000  7.652  1.2
 1237.2000  7.716  1.2
 1238.4000  7.755  1.2
 1239.6000  7.768  1.2
 1240.6000  7.760  1.0
 1241.8000  7.738  1.2
 1243.0000  7.710  1.2
 1244.2000  7.656  1.2
 1245.4000  7.597  1.2
 1246.6000  7.562  1.2
 1247.8000  7.554  1.2
 1249.0000  7.567  1.2
 1250.2000  7.594  1.2
 1251.2000  7.608  1.0
 1252.4000  7.600  1.2
 1253.6000  7.590  1.2
 1254.8000  7.572  1.2
 1256.0000  7.552  1.2
 1257.2000  7.557  1.2
 1258.4000  7.567  1.2
 1259.6000  7.557  1.2
 1260.8000  7.531  1.2
 1262.0000  7.500  1.2
 1263.0000  7.492  1.0
 1264.2000  7.506  1.2
 1265.4000  7.525  1.2
 1266.6000  7.541  1.2
 1267.8000  7.545  1.2
 1269.0000  7.540  1.2
 1270.2000  7.538  1.2
 1271.4000  7.523  1.2
 1272.6000  7.504  1.2
 1273.8000  7.477  1.2
 1274.8000  7.464  1.0
 1276.0000  7.470  1.2
 1277.2000  7.480  1.2
 1278.4000  7.479  1.2
 1279.6000  7.483  1.2
 1280.8000  7.487  1.2
 1282.0000  7.502  1.2
 1283.2000  7.510  1.2
 1284.4000  7.503  1.2
 1285.6000  7.487  1.2
 1286.6000  7.467  1.0
 1287.8000  7.440  1.2
 1289.0000  7.413  1.2
 1290.2000  7.391  1.2
 1291.4000  7.386  1.2
 1292.6000  7.388  1.2
 1293.8000  7.396  1.2
 1295.0000  7.412  1.2
 1296.2000  7.424  1.2
 1297.4000  7.426  1.2
 1298.4000  7.433  1.0
 1299.6000  7.463  1.2
 1300.8000  7.501  1.2
 1302.0000  7.510  1.2
 1303.2000  7.519  1.2
 1304.4000  7.531  1.2
 1305.6000  7.529  1.2
 1306.8000  7.524  1.2
 1308.0000  7.527  1.2
 1309.2000  7.530  1.2
 1310.2000  7.528  1.0
 1311.4000  7.535  1.2
 1312.6000  7.531  1.2
 1313.8000  7.533  1.2
 1315.0000  7.538  1.2
 1316.2000  7.549  1.2
 1317.4000  7.550  1.2
 1318.6000  7.537  1.2
 1319.8000  7.532  1.2
 1321.0000  7.521  1.2
 1322.0000  7.511  1.0
 1323.2000  7.505  1.2
 1324.4000  7.494  1.2
 1325.6000  7.487  1.2
 1326.8000  7.480  1.2
 1328.0000  7.475  1.2
 1329.2000  7.488  1.2
 1330.4000  7.507  1.2
 1331.6000  7.528  1.2
 1332.8000  7.535  1.2
 1333.8000  7.544  1.0
 1335.0000  7.543  1.2
 1336.2000  7.539  1.2
 1337.4000  7.521  1.2
 1338.6000  7.515  1.2
 1339.8000  7.512  1.2
 1341.0000  7.513  1.2
 1342.2000  7.522  1.2
 1343.4000  7.523  1.2
 1344.6000  7.533  1.2
 1345.6000  7.535  1.0
 1346.8000  7.540  1.2
 1348.0000  7.546  1.2
 1349.2000  7.554  1.2
 1350.4000  7.554  1.2
 1351.6000  7.537  1.2
 1352.8000  7.513  1.2
 1354.0000  7.510  1.2
 1355.2000  7.532  1.2
 1356.4000  7.544  1.2
 1357.4000  7.569  1.0
 1358.6000  7.580  1.2
 1359.8000  7.594  1.2
 1361.0000  7.611  1.2
 1362.2000  7.619  1.2
 1363.4000  7.612  1.2
 1364.6000  7.574  1.2
 1365.8000  7.533  1.2
 1367.0000  7.504  1.2
 1368.0000  7.503  1.0
 1369.2000  7.525  1.2
 1370.4000  7.562  1.2
 1371.6000  7.593  1.2
 1372.8000  7.606  1.2
 1374.0000  7.604  1.2
 1375.2000  7.596  1.2
 1376.4000  7.580  1.2
 1377.6000  7.560  1.2
 1378.8000  7.531  1.2
 1379.8000  7.505  1.0
 1381.0000  7.490  1.2
 1382.2000  7.493  1.2
 1383.4000  7.521  1.2
 1384.6000  7.563  1.2
 1385.8000  7.595  1.2
 1387.0000  7.614  1.2
 1388.2000  7.598  1.2
 1389.4000  7.572  1.2
 1390.6000  7.561  1.2
